    1
    1    1    1    1    1    1    1    1
  817036.      35937.6      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000    
  35937.6      817036.      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000    
  0.00000      0.00000      44737.2      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000    
  0.00000      0.00000      0.00000     8.560000E+06  311579.      0.00000      0.00000      0.00000      0.00000    
  0.00000      0.00000      0.00000      311579.     5.610000E+06  0.00000      0.00000      0.00000      0.00000    
  0.00000      0.00000      0.00000      0.00000      0.00000      387872.      0.00000      0.00000      0.00000    
  0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      37812.8      0.00000      0.00000    
  0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      37964.7      0.00000    
  0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      0.00000      378.887    
    0    0    0
